CaseID,Opened,Closed,Updated,Status,Responsible Agency,Category,Request Type,Request Details,Address,Neighborhood,Supervisor District,Point,Source,Media URL
3639667,05/13/2014 05:00:47 PM,05/13/2014 05:22:22 PM,05/13/2014 05:22:22 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Mail_box,Mail_box - Offensive,"2605 22ND ST, SAN FRANCISCO, CA, 94110",Mission,9.0,POINT (-122.406984 37.756073),Mobile/Open311,
3639659,05/13/2014 04:58:37 PM,05/14/2014 08:37:38 AM,05/14/2014 08:37:38 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,,"2609 PINE ST, SAN FRANCISCO, CA, 94115",Lower Pacific Heights,2.0,POINT (-122.43899536 37.78714752),Web,
3639657,05/13/2014 04:58:12 PM,05/15/2014 01:21:40 PM,05/15/2014 01:21:40 PM,Closed,DPT Color Curb Queue,Color Curb,Red Color Curb Request for,Red Color Curb Request for,"2414 GOUGH ST, SAN FRANCISCO, CA, 94123",Pacific Heights,2.0,POINT (-122.426651 37.79586029),Web,
3639652,05/13/2014 04:57:45 PM,05/15/2014 07:17:14 AM,05/15/2014 07:17:14 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,Creme - Chrysler - PT Cruiser - 6DUE056,"274 BYXBEE ST, SAN FRANCISCO, CA, 94132",Ingleside,11.0,POINT (-122.46978142 37.71919241),Phone,
3639644,05/13/2014 04:54:33 PM,05/14/2014 03:54:55 AM,05/14/2014 03:54:55 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Not_Offensive,"300 CASTRO ST, SAN FRANCISCO, CA, 94114",Corona Heights,8.0,POINT (-122.43538703 37.76407893),Phone,
3639642,05/13/2014 04:54:09 PM,05/27/2014 08:29:46 AM,05/27/2014 08:29:46 AM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Not associated with a specific address,,,POINT (0 0),Phone,
3639641,05/13/2014 04:54:04 PM,05/21/2014 01:24:00 PM,05/21/2014 01:24:00 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of VAN NESS AVE and JACKSON ST,Pacific Heights,3.0,POINT (-122.42304929 37.79393382),Phone,
3639640,05/13/2014 04:53:50 PM,05/14/2014 03:59:17 AM,05/14/2014 03:59:17 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Offensive,Intersection of GEARY BLVD and PRESIDIO AVE,Anza Vista,2.0,POINT (-122.44570537 37.78231225),Mobile/Open311,http://mobile311.sfgov.org/reports/3639640/photos
3639637,05/13/2014 04:52:52 PM,05/13/2014 05:35:55 PM,05/13/2014 05:35:55 PM,Closed,Recology_Overflowing,Street and Sidewalk Cleaning,Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster,Intersection of GENEVA AVE and SAN JOSE AVE,Cayuga,11.0,POINT (-122.4466095 37.72072601),Integrated Agency,
3639627,05/13/2014 04:51:46 PM,05/14/2014 09:02:41 AM,05/14/2014 09:02:41 AM,Closed,311 Supervisor Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of GEARY BLVD and PRESIDIO AVE,Anza Vista,2.0,POINT (-122.44574896 37.78240303),Mobile/Open311,http://mobile311.sfgov.org/reports/3639627/photos
3639624,05/13/2014 04:50:34 PM,05/14/2014 09:51:44 AM,05/14/2014 09:51:44 AM,Closed,RPD Graffiti Queue,Rec and Park Requests,Park - Structural_Maintenance,Pavement,"Joseph L. Alioto Performing Arts Piazza, , SAN FRANCISCO, CA, 94102",Civic Center,6.0,POINT (-122.420158 37.781676),Mobile/Open311,http://mobile311.sfgov.org/reports/3639624/photos
3639622,05/13/2014 04:50:27 PM,05/14/2014 09:40:01 AM,05/14/2014 09:40:01 AM,Closed,RPD Graffiti Queue,Rec and Park Requests,Park - Structural_Maintenance,Pavement,"Joseph L. Alioto Performing Arts Piazza, , SAN FRANCISCO, CA, 94102",Civic Center,6.0,POINT (-122.420158 37.781676),Mobile/Open311,http://mobile311.sfgov.org/reports/3639622/photos
3639619,05/13/2014 04:49:19 PM,05/29/2014 06:46:26 AM,05/29/2014 06:46:26 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_in_front_of_property,Sidewalk_in_front_of_property - Offensive,Intersection of GEARY BLVD and PRESIDIO AVE,Anza Vista,2.0,POINT (-122.44572105 37.78239402),Mobile/Open311,http://mobile311.sfgov.org/reports/3639619/photos
3639616,05/13/2014 04:48:15 PM,05/16/2014 01:30:04 AM,05/16/2014 01:30:04 AM,Closed,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of THE EMBARCADERO and HOWARD ST,Financial District,6.0,POINT (-122.39100081 37.79251832),Phone,
3639612,05/13/2014 04:47:27 PM,05/14/2014 03:59:17 AM,05/14/2014 03:59:17 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Offensive,Intersection of GEARY BLVD and PRESIDIO AVE,Anza Vista,2.0,POINT (-122.44580529 37.78246061),Mobile/Open311,http://mobile311.sfgov.org/reports/3639612/photos
3639592,05/13/2014 04:43:16 PM,05/14/2014 10:53:32 AM,05/14/2014 10:53:32 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"734 PRESIDIO AVE, SAN FRANCISCO, CA, 94115",Lower Pacific Heights,2.0,POINT (-122.44644516 37.78492556),Mobile/Open311,http://mobile311.sfgov.org/reports/3639592/photos
3639582,05/13/2014 04:41:14 PM,05/14/2014 04:00:29 AM,05/14/2014 04:00:29 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"655 PRESIDIO AVE, SAN FRANCISCO, CA, 94115",Laurel Heights / Jordan Park,2.0,POINT (-122.44665689 37.78587804),Mobile/Open311,http://mobile311.sfgov.org/reports/3639582/photos
3639573,05/13/2014 04:38:48 PM,05/14/2014 04:01:09 AM,05/14/2014 04:01:09 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,Intersection of MASONIC AVE and PINE ST,Laurel Heights / Jordan Park,2.0,POINT (-122.4467734 37.78611294),Mobile/Open311,http://mobile311.sfgov.org/reports/3639573/photos
3639564,05/13/2014 04:36:43 PM,09/25/2014 09:08:21 PM,09/25/2014 09:08:21 PM,Closed,DPT Color Curb Queue,Color Curb,Red_Fee Color Curb Request,Red_Fee zone for,Not associated with a specific address,,,POINT (0 0),Phone,
3639562,05/13/2014 04:36:32 PM,05/14/2014 01:06:02 PM,05/14/2014 01:06:02 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"219 PARNASSUS AVE, SAN FRANCISCO, CA, 94117",Parnassus Heights,8.0,POINT (-122.4529216 37.76441051),Phone,
3639558,05/13/2014 04:35:45 PM,06/24/2014 11:04:21 AM,06/24/2014 11:04:21 AM,Closed,SFMTA - Parking Enforcement - G,General Request - MTA,request_for_service,parking_enforcement - request_for_service,Not associated with a specific address,,,POINT (0 0),Web,
3639551,05/13/2014 04:34:38 PM,05/13/2014 06:05:58 AM,05/13/2014 06:05:58 AM,Closed,DPW Ops Queue,Litter Receptacles,Cans_Left_Out_24x7,,"1015 CORTLAND AVE, SAN FRANCISCO, CA, 94110",Bernal Heights,9.0,POINT (-122.4130509 37.73913044),Mobile/Open311,http://mobile311.sfgov.org/reports/3639551/photos
3639550,05/13/2014 04:34:32 PM,05/13/2014 04:39:57 AM,05/13/2014 04:39:57 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"655 CENTRAL AVE, SAN FRANCISCO, CA, 94117",Panhandle,5.0,POINT (-122.44483185 37.77558136),Phone,
3639544,05/13/2014 04:33:04 PM,05/13/2014 05:29:37 PM,05/13/2014 05:29:37 PM,Closed,311 Supervisor Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"46 PIERCE ST, SAN FRANCISCO, CA, 94117",Duboce Triangle,8.0,POINT (-122.43304384 37.76971065),Mobile/Open311,http://mobile311.sfgov.org/reports/3639544/photos
3639543,05/13/2014 04:31:25 PM,05/21/2014 01:23:38 PM,05/21/2014 01:23:38 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of MASON ST and NORTH POINT ST,Fisherman's Wharf,3.0,POINT (-122.41378601 37.80655271),Phone,
3639540,05/13/2014 04:30:34 PM,05/15/2014 11:38:32 AM,05/15/2014 11:38:32 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of FRANKLIN ST and OAK ST,Civic Center,6.0,POINT (-122.42110332 37.77542631),Mobile/Open311,http://mobile311.sfgov.org/reports/3639540/photos
3639535,05/13/2014 04:29:05 PM,05/14/2014 10:56:58 AM,05/14/2014 10:56:58 AM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,Intersection of 25TH AVE and ANZA ST,Outer Richmond,1.0,POINT (-122.4845972 37.77816561),Phone,
3639533,05/13/2014 04:28:24 PM,05/16/2014 01:30:05 AM,05/16/2014 01:30:05 AM,Closed,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of HOWARD ST and SPEAR ST,Financial District,6.0,POINT (-122.39252422 37.79130997),Phone,
3639531,05/13/2014 04:27:56 PM,05/14/2014 09:15:30 AM,05/14/2014 09:15:30 AM,Closed,Recology_Abandoned,Litter Receptacles,Litter_Receptacle_Request_New_Removal,,"601 MCALLISTER ST, SAN FRANCISCO, CA, 94102",Civic Center,5.0,POINT (-122.42213938 37.77978221),Mobile/Open311,
3639527,05/13/2014 04:27:40 PM,05/14/2014 12:00:00 PM,05/14/2014 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"1479 SILVER AVE, SAN FRANCISCO, CA, 94134",Portola,9.0,POINT (-122.40729523 37.73202133),Phone,
3639526,05/13/2014 04:27:35 PM,05/15/2014 09:13:17 AM,05/15/2014 09:13:17 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Not_Offensive,"74 PAGE ST, SAN FRANCISCO, CA, 94102",Civic Center,6.0,POINT (-122.421922 37.774197),Mobile/Open311,http://mobile311.sfgov.org/reports/3639526/photos
3639513,05/13/2014 04:25:23 PM,05/16/2014 11:40:12 AM,05/16/2014 11:40:12 AM,Closed,PUC Sewer Ops,Street Defects,Pavement_Defect,Pavement_Defect,"1515 CABRILLO ST, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.47503662 37.77471924),Web,
3639510,05/13/2014 04:25:02 PM,11/19/2014 12:00:00 PM,11/19/2014 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"370 23RD AVE, SAN FRANCISCO, CA, 94121",Outer Richmond,1.0,POINT (-122.48249054 37.78089905),Web,
3639503,05/13/2014 04:24:21 PM,05/29/2014 11:12:14 AM,05/29/2014 11:12:14 AM,Closed,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"44 PAGE ST, SAN FRANCISCO, CA, 94102",Civic Center,6.0,POINT (-122.421586 37.7745),Mobile/Open311,http://mobile311.sfgov.org/reports/3639503/photos
3639496,05/13/2014 04:21:46 PM,05/13/2014 04:36:58 PM,05/13/2014 04:36:58 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of 25TH AVE and BALBOA ST,Outer Richmond,1.0,POINT (-122.48446082 37.77629998),Phone,
3639483,05/13/2014 04:17:15 PM,05/14/2014 06:20:31 AM,05/14/2014 06:20:31 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"646 LOMBARD ST, SAN FRANCISCO, CA, 94133",North Beach,3.0,POINT (-122.41216278 37.80304718),Phone,
3639479,05/13/2014 04:15:18 PM,05/21/2014 01:22:46 PM,05/21/2014 01:22:46 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"400 PARNASSUS AVE, SAN FRANCISCO, CA, 94122",Parnassus Heights,7.0,POINT (-122.45678888 37.76383819),Phone,
3639475,05/13/2014 04:14:32 PM,09/25/2014 09:08:23 PM,09/25/2014 09:08:23 PM,Closed,DPT Color Curb Queue,Color Curb,Red Color Curb Request for,Red Color Curb Request for,"2 NAYLOR ST, SAN FRANCISCO, CA, 94112",Crocker Amazon,11.0,POINT (-122.43416595 37.7111969),Web,
3639470,05/13/2014 04:13:15 PM,05/14/2014 05:15:00 AM,05/14/2014 05:15:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of DORE ST and BRANNAN ST,Showplace Square,6.0,POINT (-122.40758757 37.76958643),Phone,
3639468,05/13/2014 04:13:03 PM,05/14/2014 02:08:09 AM,05/14/2014 02:08:09 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of LAUSSAT ST and WEBSTER ST,Lower Haight,5.0,POINT (-122.42870994 37.77184955),Phone,
3639467,05/13/2014 04:12:57 PM,05/13/2014 04:46:40 PM,05/13/2014 04:46:40 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of JACKSON ST and MASON ST,Nob Hill,3.0,POINT (-122.4115429 37.79540646),Phone,
3639458,05/13/2014 04:11:31 PM,05/20/2014 07:45:40 AM,05/20/2014 07:45:40 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Trailer,,Intersection of QUINTARA ST and 41ST AVE,Outer Sunset,4.0,POINT (-122.49965668 37.74760437),Web,
3639455,05/13/2014 04:11:28 PM,05/14/2014 05:15:00 AM,05/14/2014 05:15:00 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of DORE ST and BRANNAN ST,Showplace Square,6.0,POINT (-122.40758757 37.76958643),Phone,
3639452,05/13/2014 04:10:51 PM,05/21/2014 01:22:22 PM,05/21/2014 01:22:22 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"100 EDDY ST, SAN FRANCISCO, CA, 94102",Tenderloin,5.0,POINT (-122.40936592 37.7843827),Phone,
3639440,05/13/2014 04:08:12 PM,05/16/2014 11:52:48 AM,05/16/2014 11:52:48 AM,Closed,SFMTA - Citations/Resident Parking Permits - G,General Request - MTA,other,parking_enforcement - other,Not associated with a specific address,,,POINT (0 0),Web,
3639435,05/13/2014 04:06:54 PM,05/17/2014 11:59:35 AM,05/17/2014 11:59:35 AM,Closed,RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"GGP Panhandle, , SAN FRANCISCO, CA, 94117",Panhandle,5.0,POINT (-122.44870046 37.77220476),Phone,
3639424,05/13/2014 04:03:50 PM,03/02/2015 07:57:13 PM,03/02/2015 07:57:13 PM,Closed,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Joe DiMaggio Playground, 651 LOMBARD ST, SAN FRANCISCO, CA, 94133",North Beach,3.0,POINT (-122.41207127 37.80248215),Phone,
3639418,05/13/2014 04:00:07 PM,03/05/2024 03:03:40 PM,03/05/2024 03:03:40 PM,Closed,DPW BSSR Queue,General Request - PUBLIC WORKS,request_for_service,bssr - request_for_service,Intersection of PORTOLA DR and GLENVIEW DR,Midtown Terrace,8.0,POINT (-122.4478711 37.74691365),Phone,
3639414,05/13/2014 03:58:10 PM,05/15/2014 12:30:06 PM,05/15/2014 12:30:06 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,205_Offroute_Did_Not_Complete_Route,Intersection of CONNECTICUT ST and 26TH ST,Potrero Hill,10.0,POINT (-122.39640808 37.75117874),Phone,
3639412,05/13/2014 03:57:32 PM,05/21/2014 01:21:20 PM,05/21/2014 01:21:20 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"2335 OCEAN AVE, SAN FRANCISCO, CA, 94127",Ingleside Terraces,7.0,POINT (-122.46887207 37.72954559),Web,
3639411,05/13/2014 03:57:16 PM,02/19/2015 11:25:25 AM,02/19/2015 11:25:25 AM,Closed,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,Intersection of PORTOLA DR and GLENVIEW DR,Midtown Terrace,8.0,POINT (-122.4478711 37.74691365),Phone,
3639399,05/13/2014 03:55:31 PM,05/15/2014 07:33:37 AM,05/15/2014 07:33:37 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Other,white  - unknown - unknown - 6M12082,Intersection of LA GRANDE AVE and AVALON AVE,Excelsior,11.0,POINT (-122.42414507 37.72481153),Phone,
3639397,05/13/2014 03:55:13 PM,09/04/2016 05:10:53 AM,09/04/2016 05:10:53 AM,Closed,DPW BSM Queue,Damaged Property,Damaged Benches_on_Sidewalk,Benches_on_Sidewalk,Intersection of PORTOLA DR and GLENVIEW DR,Midtown Terrace,8.0,POINT (-122.4478711 37.74691365),Phone,
3639398,05/13/2014 03:55:13 PM,05/13/2014 04:52:43 PM,05/13/2014 04:52:43 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of LAKEVIEW AVE and MARGARET AVE,Oceanview,11.0,POINT (-122.45264365 37.71737356),Phone,
3639396,05/13/2014 03:55:10 PM,05/13/2014 04:16:15 PM,05/13/2014 04:16:15 PM,Closed,PUC - Water - G,General Request - PUC,request_for_service,water - request_for_service,Intersection of 3RD ST and SOUTH ST,Mission Bay,6.0,POINT (-122.38923839 37.76882439),Phone,
3639383,05/13/2014 03:52:09 PM,05/13/2014 05:12:00 AM,05/13/2014 05:12:00 AM,Closed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"100 WALNUT ST, SAN FRANCISCO, CA, 94118",Presidio Heights,2.0,POINT (-122.44911714 37.79058857),Phone,
3639379,05/13/2014 03:51:04 PM,05/21/2014 08:39:50 AM,05/21/2014 08:39:50 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - SUV,Black - Land_Rover -  - 4SLD990,Intersection of DIAMOND ST and 28TH ST,Diamond Heights,8.0,POINT (-122.4356842 37.74476242),Web,
3639375,05/13/2014 03:49:47 PM,05/21/2014 08:38:20 AM,05/21/2014 08:38:20 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,grey - Honda - sedan - 7DMJ822,"246 THERESA ST, SAN FRANCISCO, CA, 94112",Mission Terrace,11.0,POINT (-122.43584671 37.72993517),Phone,
3639373,05/13/2014 03:49:32 PM,04/11/2016 05:12:38 AM,04/11/2016 05:12:38 AM,Closed,DPW - Bureau of Urban Forestry - G,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of WASHINGTON ST and MASON ST,Nob Hill,3.0,POINT (-122.41136444 37.79452485),Phone,
3639367,05/13/2014 03:47:35 PM,05/21/2014 01:20:54 PM,05/21/2014 01:20:54 PM,Closed,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"851 OFARRELL ST, SAN FRANCISCO, CA, 94109",Tenderloin,5.0,POINT (-122.41873047 37.78500531),Phone,
3639359,05/13/2014 03:46:08 PM,05/20/2014 06:37:04 AM,05/20/2014 06:37:04 AM,Closed,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,Red - Acura -  - ???????,"190 NAPOLEON ST, SAN FRANCISCO, CA, 94124",Produce Market,10.0,POINT (-122.39897156 37.74757004),Web,
3639356,05/13/2014 03:44:21 PM,05/13/2014 04:23:36 PM,05/13/2014 04:23:36 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,Intersection of 23RD ST and FOLSOM ST,Mission,9.0,POINT (-122.41423385 37.75409869),Twitter,
3639350,05/13/2014 03:43:29 PM,05/14/2014 03:08:55 AM,05/14/2014 03:08:55 AM,Closed,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of 23RD ST and FOLSOM ST,Mission,9.0,POINT (-122.41423385 37.75409869),Twitter,
3639348,05/13/2014 03:43:11 PM,05/20/2014 02:07:50 AM,05/20/2014 02:07:50 AM,Closed,DPW Ops Queue,Litter Receptacles,Litter_Receptacle_Request_New_Removal,,"998 GUERRERO ST, SAN FRANCISCO, CA, 94110",Dolores Heights,8.0,POINT (-122.4232678 37.75519322),Phone,
3639337,05/13/2014 03:41:11 PM,06/09/2014 08:57:54 AM,06/09/2014 08:57:54 AM,Closed,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,Intersection of FULTON ST and WEBSTER ST,Hayes Valley,5.0,POINT (-122.42985041 37.77791806),Phone,
3639333,05/13/2014 03:39:25 PM,05/14/2014 12:55:04 PM,05/14/2014 12:55:04 PM,Closed,PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,"230 2ND AVE, SAN FRANCISCO, CA, 94118",Inner Richmond,1.0,POINT (-122.46006775 37.78440475),Phone,
3639331,05/13/2014 03:39:20 PM,06/03/2014 09:54:22 AM,06/03/2014 09:54:22 AM,Closed,DPT - Traffic Signal - G,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of STEUART ST and MISSION ST,Financial District,3.0,POINT (-122.39318239 37.79323047),Phone,
3639327,05/13/2014 03:38:22 PM,05/14/2014 12:00:00 PM,05/14/2014 12:00:00 PM,Closed,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,complaint,bsm - complaint,Intersection of DIVISADERO ST and WASHINGTON ST,Pacific Heights,2.0,POINT (-122.44098663 37.79075623),Phone,
3639322,05/13/2014 03:37:01 PM,05/15/2014 12:31:06 PM,05/15/2014 12:31:06 PM,Closed,MUNI Work Queue,MUNI Feedback,MUNI - Services_Miscellaneous,801_NextMuni_Technology,Intersection of 9TH AVE and JUDAH ST,Inner Sunset,7.0,POINT (-122.46617889 37.76217651),Phone,
3639321,05/13/2014 03:36:45 PM,05/14/2014 12:53:46 PM,05/14/2014 12:53:46 PM,Closed,DPH - Environmental Health - G,General Request - DPH,request_for_service,environmental_health - request_for_service,Intersection of 16TH AVE and MORAGA ST,Golden Gate Heights,7.0,POINT (-122.47368371 37.75623586),Phone,
3639320,05/13/2014 03:35:58 PM,07/17/2014 03:59:32 PM,07/17/2014 03:59:32 PM,Closed,311 Supervisor Queue,Sign Repair,Sign - Defaced,Other - Defaced; support - OK,Intersection of LINCOLN BLVD and SHERIDAN AVE,Presidio National Park,2.0,POINT (-122.46132379 37.80128255),Mobile/Open311,http://mobile311.sfgov.org/reports/3639320/photos
3639317,05/13/2014 03:34:26 PM,05/13/2014 09:14:45 PM,05/13/2014 09:14:45 PM,Closed,DPT - Bicycle - G,General Request - MTA,customer_callback,bicycle - customer_callback,Not associated with a specific address,,,POINT (0 0),Web,
3639316,05/13/2014 03:34:23 PM,06/27/2014 12:00:00 PM,06/27/2014 12:00:00 PM,Closed,DPW BSM Queue,Sidewalk or Curb,Curb_or_Curb_Ramp_Defect,Curb_or_Curb_Ramp_Defect,"343 NAYLOR ST, SAN FRANCISCO, CA, 94112",Crocker Amazon,11.0,POINT (-122.43217589 37.7095334),Phone,
3639315,05/13/2014 03:34:15 PM,05/13/2014 04:46:49 PM,05/13/2014 04:46:49 PM,Closed,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"100 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121",Seacliff,1.0,POINT (-122.48418446 37.78771821),Phone,
3639303,05/13/2014 03:31:54 PM,11/21/2017 02:09:00 PM,11/21/2017 02:09:00 PM,Closed,Human Resources - G,General Request - HUMAN RESOURCES,other,human_resources - other,Not associated with a specific address,,,POINT (0 0),Web,
3639301,05/13/2014 03:31:45 PM,05/14/2014 02:57:57 PM,05/14/2014 02:57:57 PM,Closed,DPT Construction Zone Permits Queue,Construction Zone Permits,Construction Zone Tow-away Permits for Empire  Construction &  Engineering,Empire  Construction &  Engineering,Not associated with a specific address,,,POINT (0 0),Phone,
